record_id,farm_id,animal_id,breed,age_years,lactation_number,days_in_milk,previous_mastitis,disease_history,vaccination_status,treatment_history,milk_yield_l_day,scc_cells_ml,milk_conductivity_ms_cm,milk_temperature_c,body_temperature_c,udder_surface_temperature_c,activity_percent,rumination_min_day,feeding_behavior_score,water_intake_l_day,feed_quality_score,hygiene_score,housing_condition_score,milking_hygiene_score,worker_hygiene_score,milking_frequency_per_day,milking_schedule,ambient_temperature_c,relative_humidity_percent,climate_risk,co_morbidity,sensor_status,ai_risk_score,risk_category,mastitis_within_7_14_days,forecast_lead_days
REC-00089,FARM-005,COW-390,Murrah Buffalo,6.6,2,212,0,No previous mastitis,Up to date,None,9.59,172323,5.61,38.41,38.66,37.67,73.5,639.0,6.9,91.2,7.1,7.3,9.6,6.0,7.6,2,Morning/Evening,32.7,52.2,Moderate,1,Normal,16.6,No Risk,0,0
REC-00090,FARM-034,COW-054,Jersey,7.3,3,249,0,No previous mastitis,Up to date,None,10.36,139293,6.02,38.74,38.75,37.93,66.9,424.0,7.3,51.6,7.5,10.0,6.4,6.8,7.4,3,Morning/Evening,25.6,65.0,Low,0,Intermittent,15.5,No Risk,0,0
REC-00091,FARM-046,COW-106,Holstein Friesian,4.0,2,6,1,Previous mastitis,Up to date,None,23.03,517715,5.83,38.31,38.32,38.13,88.0,646.0,8.7,79.8,7.9,6.1,7.4,6.6,5.8,3,Morning/Evening,32.5,56.0,Moderate,0,Normal,6.0,No Risk,0,0
REC-00092,FARM-034,COW-260,Jersey,4.6,3,43,0,No previous mastitis,Up to date,Antibiotic treatment,11.97,275567,6.45,38.95,39.08,37.84,74.7,413.0,6.5,65.8,5.6,7.3,5.8,9.8,8.8,2,Morning/Evening,31.7,64.0,Moderate,0,Normal,12.5,No Risk,0,0
REC-00093,FARM-013,COW-310,Gir,6.1,4,253,0,No previous mastitis,Up to date,Supportive treatment,3.71,86614,5.27,39.12,39.13,38.6,83.4,574.0,8.5,52.8,5.7,5.8,5.5,5.7,8.1,2,Morning/Evening,27.0,68.8,Low,1,Normal,48.8,Moderate Risk,0,0
REC-00094,FARM-039,COW-477,Murrah Buffalo,6.9,4,146,0,No previous mastitis,Up to date,None,6.48,53704,4.7,39.13,39.12,37.75,75.9,510.0,6.7,60.2,7.9,8.8,3.5,10.0,7.0,2,Morning/Evening,23.5,85.9,Moderate,0,Normal,24.0,Low Risk,0,0
REC-00095,FARM-042,COW-191,Jersey Cross,5.9,6,286,1,Previous mastitis,Up to date,Supportive treatment,8.88,354204,5.92,38.88,38.88,38.19,73.6,370.0,5.1,75.5,8.6,6.9,5.9,6.8,8.7,2,Morning/Evening,29.8,68.6,Low,0,Normal,32.0,Low Risk,0,0
REC-00096,FARM-045,COW-402,Other,7.5,2,199,1,Previous mastitis,Up to date,None,12.15,373251,5.91,38.48,38.47,37.77,84.2,557.0,5.1,58.9,6.9,7.2,6.6,7.5,5.9,2,Morning/Evening,21.9,56.1,Low,0,Normal,11.7,No Risk,1,8
REC-00097,FARM-048,COW-218,Jersey,8.5,4,117,1,Previous mastitis,Up to date,Antibiotic treatment,15.52,426367,6.55,38.31,38.44,37.78,94.0,537.0,9.5,69.1,6.8,6.9,4.7,6.8,8.6,2,Morning/Evening,30.3,68.2,Moderate,0,Intermittent,19.2,No Risk,0,0
REC-00098,FARM-014,COW-044,Jersey,2.3,1,181,1,Previous mastitis,Up to date,None,8.4,456615,5.64,38.38,38.35,38.17,90.3,534.0,6.9,73.4,7.6,6.8,10.0,9.3,6.8,2,Morning/Evening,31.1,43.1,Moderate,1,Normal,30.6,Low Risk,1,10
REC-00099,FARM-011,COW-162,Murrah Buffalo,7.9,3,192,0,No previous mastitis,Up to date,None,3.0,429440,6.38,37.83,37.89,37.46,68.4,464.0,4.5,55.9,7.6,5.4,7.8,5.1,7.3,2,Morning/Evening,26.0,78.3,Moderate,0,Maintenance,43.0,Moderate Risk,0,0
REC-00100,FARM-042,COW-202,Murrah Buffalo,7.5,5,131,0,No previous mastitis,Up to date,None,10.52,259296,4.88,38.47,38.52,38.11,59.1,482.0,7.4,74.0,7.7,7.5,8.2,8.3,5.8,2,Morning/Evening,22.2,58.3,Low,0,Normal,10.1,No Risk,0,0
REC-00101,FARM-038,COW-446,Murrah Buffalo,3.1,4,255,1,Previous mastitis,Up to date,None,3.0,620696,6.69,39.32,39.26,38.46,80.2,437.0,7.8,97.8,10.0,6.8,4.6,6.0,7.1,2,Morning/Evening,36.3,90.8,High,0,Normal,76.3,High Risk,0,0
REC-00102,FARM-004,COW-484,Sahiwal,6.0,2,164,0,No previous mastitis,Up to date,Antibiotic treatment,3.77,344881,6.1,39.13,39.03,38.24,55.2,421.0,9.0,47.8,6.2,5.0,7.7,5.4,5.8,2,Morning/Evening,26.6,79.0,Moderate,0,Normal,49.9,Moderate Risk,0,0
REC-00103,FARM-033,COW-270,HF Cross,6.3,2,151,1,Previous mastitis,Up to date,None,18.76,1008828,7.05,38.64,38.64,38.08,79.1,439.0,4.8,76.3,6.3,4.4,9.4,7.9,6.6,2,Morning/Evening,28.1,69.3,Low,0,Maintenance,19.9,No Risk,0,0
REC-00104,FARM-007,COW-351,Holstein Friesian,3.2,3,249,0,No previous mastitis,Up to date,None,20.11,250199,5.81,39.08,39.07,37.93,76.9,419.0,8.5,80.6,6.8,6.9,6.9,8.0,6.0,2,Morning/Evening,33.9,64.4,Moderate,0,Normal,8.2,No Risk,0,0
REC-00105,FARM-041,COW-304,Murrah Buffalo,5.1,2,178,0,No previous mastitis,Up to date,Anti-inflammatory treatment,9.91,138322,5.17,38.65,38.59,37.58,87.4,505.0,7.1,68.2,7.5,6.7,7.6,7.6,9.1,2,Morning/Evening,26.4,62.8,Low,0,Normal,5.1,No Risk,0,0
REC-00106,FARM-008,COW-271,Holstein Friesian,5.5,3,114,1,Previous mastitis,Up to date,None,14.86,469478,4.78,38.75,38.8,38.61,83.6,541.0,6.3,69.1,6.5,5.2,6.6,9.9,7.5,2,Morning/Evening,25.6,63.6,Low,0,Intermittent,7.7,No Risk,0,0
REC-00107,FARM-037,COW-456,HF Cross,3.3,5,16,0,No previous mastitis,Up to date,Supportive treatment,17.32,107268,5.6,38.58,38.64,38.26,83.3,508.0,7.8,67.0,6.8,8.4,7.7,9.4,7.8,2,Morning/Evening,38.0,67.9,Moderate,0,Intermittent,7.4,No Risk,0,0
REC-00108,FARM-010,COW-462,Gir,4.6,1,92,1,Previous mastitis,Partially up to date,None,7.27,338996,5.41,38.84,38.84,37.53,81.9,556.0,7.8,82.2,6.0,6.4,7.0,6.2,7.4,3,Morning/Evening,25.7,63.1,Low,0,Normal,24.7,Low Risk,0,0
REC-00109,FARM-043,COW-215,Holstein Friesian,7.7,3,158,0,No previous mastitis,Up to date,None,22.07,206816,4.98,38.88,38.94,38.54,74.9,481.0,7.4,80.9,6.2,8.0,6.5,9.0,7.7,2,Morning/Evening,34.5,74.7,High,0,Normal,5.0,No Risk,0,0
REC-00110,FARM-015,COW-252,Sahiwal,8.2,3,189,0,No previous mastitis,Overdue,None,6.36,283404,6.27,37.93,37.94,38.4,79.1,566.0,7.9,66.2,5.5,5.9,7.6,6.3,6.9,3,Morning/Noon/Evening,29.7,85.6,Moderate,0,Normal,43.4,Moderate Risk,0,0
REC-00111,FARM-038,COW-190,Jersey,3.2,3,242,0,No previous mastitis,Up to date,Anti-inflammatory treatment,5.49,82515,5.27,38.6,38.79,37.43,84.3,525.0,6.8,58.7,8.0,6.6,7.0,7.9,9.6,3,Morning/Evening,29.6,69.2,Low,0,Normal,25.9,Low Risk,0,0
REC-00112,FARM-015,COW-296,Sahiwal,2.0,3,230,0,No previous mastitis,Up to date,None,8.01,293002,5.17,38.37,38.39,38.22,79.9,303.0,6.1,78.2,6.7,6.3,7.5,5.8,5.7,2,Morning/Evening,26.7,81.3,Moderate,0,Normal,18.2,No Risk,0,0
REC-00113,FARM-005,COW-213,Jersey Cross,7.4,7,238,0,No previous mastitis,Overdue,None,9.57,177786,5.33,38.59,38.68,37.83,73.3,547.0,7.5,47.9,8.4,6.6,6.9,7.5,7.8,2,Morning/Evening,28.1,52.1,Low,1,Normal,20.2,Low Risk,0,0
REC-00114,FARM-029,COW-208,Jersey Cross,8.5,2,262,0,No previous mastitis,Partially up to date,None,13.1,360156,5.28,38.32,38.29,38.0,86.9,372.0,6.9,75.4,8.1,7.5,8.7,5.9,8.1,2,Morning/Evening,37.0,72.3,High,0,Normal,14.1,No Risk,0,0
REC-00115,FARM-019,COW-237,HF Cross,6.8,5,295,0,No previous mastitis,Up to date,None,11.26,224152,5.89,39.22,39.31,38.02,82.9,563.0,7.7,73.1,9.9,6.8,10.0,9.9,6.7,2,Morning/Evening,32.8,69.0,Moderate,1,Normal,14.6,No Risk,0,0
REC-00116,FARM-010,COW-338,Holstein Friesian,4.7,2,5,0,No previous mastitis,Up to date,Antibiotic treatment,20.06,160722,6.25,39.33,39.34,38.06,75.1,472.0,6.0,52.6,7.2,8.1,7.4,5.5,8.5,2,Morning/Evening,22.9,51.3,Low,0,Normal,12.8,No Risk,0,0
REC-00117,FARM-012,COW-367,HF Cross,3.2,6,259,1,Previous mastitis,Up to date,None,13.49,286512,5.52,38.7,38.88,37.82,71.2,491.0,7.1,62.7,7.7,5.5,7.8,8.1,7.0,2,Morning/Evening,24.5,64.9,Low,0,Normal,15.7,No Risk,0,0
REC-00118,FARM-004,COW-053,HF Cross,6.3,2,74,1,Previous mastitis,Partially up to date,Supportive treatment,16.56,223072,6.13,38.58,38.74,37.21,,454.0,7.1,64.3,6.1,6.1,6.4,4.2,5.0,3,Morning/Evening,30.7,78.3,Moderate,0,Normal,11.5,No Risk,0,0
REC-00119,FARM-031,COW-280,Jersey Cross,7.1,4,30,0,No previous mastitis,Up to date,Supportive treatment,17.67,229910,5.33,39.27,39.29,38.28,67.1,528.0,8.1,66.7,7.2,7.7,8.0,5.9,7.4,2,Morning/Evening,31.9,35.7,Moderate,0,Normal,6.8,No Risk,0,0
REC-00120,FARM-018,COW-410,Holstein Friesian,4.0,2,267,0,No previous mastitis,Overdue,Antibiotic treatment,9.46,159953,5.15,39.16,39.02,37.63,74.4,426.0,8.8,81.4,7.9,8.5,4.5,9.2,6.9,3,Morning/Evening,32.5,65.6,Moderate,0,Intermittent,20.6,Low Risk,0,0
REC-00121,FARM-016,COW-217,Jersey,5.7,2,131,0,No previous mastitis,Up to date,None,13.48,62972,4.71,38.5,38.58,37.82,85.3,472.0,8.9,64.1,5.7,7.3,7.8,8.3,6.5,2,Morning/Evening,28.7,62.6,Low,0,Normal,3.0,No Risk,0,0
REC-00122,FARM-040,COW-252,Jersey,4.4,3,15,0,No previous mastitis,Up to date,None,14.17,167738,4.75,38.81,38.9,37.82,55.4,549.0,8.3,60.3,8.1,8.3,5.5,5.8,9.4,2,Morning/Evening,25.2,71.2,Low,0,Normal,4.4,No Risk,0,0
REC-00123,FARM-036,COW-188,Gir,6.6,2,54,0,No previous mastitis,Partially up to date,None,12.62,40714,5.4,38.28,38.31,38.03,72.2,518.0,7.6,66.3,7.6,5.9,9.2,7.5,5.7,2,Morning/Evening,25.4,78.9,Moderate,0,Normal,8.3,No Risk,0,0
REC-00124,FARM-025,COW-380,Jersey,2.0,4,129,0,No previous mastitis,Partially up to date,None,15.33,83565,5.71,38.54,38.54,37.67,54.3,322.0,2.8,52.5,7.3,6.5,8.3,7.0,8.5,2,Morning/Evening,18.6,76.4,Moderate,0,Normal,12.7,No Risk,0,0
REC-00125,FARM-023,COW-493,Murrah Buffalo,5.9,2,13,0,No previous mastitis,Partially up to date,Antibiotic treatment,7.58,99707,4.99,38.78,38.82,37.53,67.1,462.0,6.4,65.5,7.6,8.1,6.8,5.6,10.0,3,Morning/Noon/Evening,36.4,79.7,High,0,Normal,15.0,No Risk,0,0
REC-00126,FARM-012,COW-041,Gir,4.5,4,63,0,No previous mastitis,Up to date,Antibiotic treatment,10.09,285017,5.0,38.67,38.76,37.57,77.4,573.0,6.5,56.9,7.1,6.7,8.0,7.6,10.0,2,Morning/Evening,18.0,82.2,Moderate,1,Normal,16.7,No Risk,0,0
REC-00127,FARM-034,COW-157,Sahiwal,8.5,3,295,1,Previous mastitis,Overdue,None,4.35,1190757,7.32,38.26,38.41,37.91,89.0,459.0,7.6,76.0,7.7,6.5,10.0,4.1,10.0,2,Morning/Evening,27.9,63.6,Low,0,Normal,74.9,High Risk,1,14
REC-00128,FARM-036,COW-015,Murrah Buffalo,5.8,5,67,0,No previous mastitis,Up to date,Anti-inflammatory treatment,4.58,120894,5.25,38.32,38.35,37.38,84.5,471.0,7.0,73.1,8.7,6.6,6.9,6.5,6.9,2,Morning/Evening,21.0,38.9,Low,0,Normal,22.9,Low Risk,0,0
REC-00129,FARM-037,COW-301,Jersey,6.5,2,108,0,No previous mastitis,Partially up to date,None,10.86,192112,4.82,38.41,38.59,37.89,48.8,426.0,8.3,53.6,9.2,5.4,7.5,10.0,7.7,3,Morning/Evening,26.4,76.1,Moderate,0,Normal,16.6,No Risk,0,0
REC-00130,FARM-003,COW-065,Sahiwal,3.5,2,90,0,No previous mastitis,Up to date,None,9.08,364282,6.29,38.43,38.4,37.15,86.8,492.0,5.2,45.6,6.7,5.6,7.8,6.2,6.5,2,Morning/Evening,31.6,55.9,Moderate,0,Intermittent,10.7,No Risk,0,0
REC-00131,FARM-009,COW-345,HF Cross,4.8,7,76,1,Previous mastitis,Partially up to date,None,18.76,340930,6.54,38.25,38.5,37.14,46.8,450.0,6.4,59.5,7.8,6.2,7.9,6.8,9.2,2,Morning/Evening,18.7,71.4,Low,0,Normal,15.2,No Risk,0,0
REC-00132,FARM-018,COW-327,Murrah Buffalo,5.9,1,118,0,No previous mastitis,Overdue,None,4.78,75469,5.37,38.43,38.35,37.92,70.1,550.0,6.3,61.6,6.2,9.3,6.5,8.4,9.9,2,Morning/Evening,30.6,51.0,Moderate,0,Normal,36.3,Low Risk,0,0
REC-00133,FARM-043,COW-009,Murrah Buffalo,4.6,2,86,0,No previous mastitis,Up to date,None,5.05,122630,5.69,38.19,38.2,37.46,66.9,525.0,5.9,86.2,10.0,6.6,8.4,7.7,6.3,2,Morning/Noon/Evening,32.9,59.1,Moderate,0,Maintenance,24.8,Low Risk,0,0
REC-00134,FARM-035,COW-344,Jersey,4.8,3,278,0,No previous mastitis,Partially up to date,None,10.93,269129,6.7,39.15,39.24,38.12,67.3,573.0,8.2,56.6,8.5,6.7,7.0,4.4,9.3,2,Morning/Evening,27.1,75.0,Low,0,Normal,17.4,No Risk,0,0
REC-00135,FARM-034,COW-129,HF Cross,5.7,6,166,0,No previous mastitis,Up to date,None,13.35,277703,5.73,39.35,39.48,38.35,81.0,530.0,9.0,94.6,6.2,8.2,7.3,5.6,8.8,2,Morning/Evening,41.3,62.7,Moderate,0,Normal,12.5,No Risk,0,0
REC-00136,FARM-041,COW-492,Jersey Cross,2.1,4,12,0,No previous mastitis,Up to date,Supportive treatment,11.64,547307,6.62,38.55,38.55,37.32,85.1,488.0,7.7,58.1,9.3,7.2,6.1,7.6,9.2,2,Morning/Evening,18.9,48.0,Low,0,Normal,11.4,No Risk,0,0
REC-00137,FARM-014,COW-136,Jersey Cross,4.3,6,306,0,No previous mastitis,Up to date,None,8.32,231835,6.13,38.69,38.82,38.12,88.8,514.0,6.6,59.5,5.3,6.5,8.7,5.1,7.4,2,Morning/Evening,21.3,51.7,Low,0,Normal,15.8,No Risk,1,7
REC-00138,FARM-004,COW-472,Holstein Friesian,6.6,4,273,0,No previous mastitis,Partially up to date,None,21.84,342672,5.26,38.42,38.51,38.06,103.0,417.0,7.5,54.3,6.3,7.1,5.6,9.6,5.8,2,Morning/Evening,27.6,81.5,Moderate,0,Normal,15.8,No Risk,0,0
REC-00139,FARM-029,COW-063,Holstein Friesian,4.5,5,232,0,No previous mastitis,Up to date,Antibiotic treatment,22.02,130173,5.06,38.17,38.21,37.99,74.5,571.0,7.5,61.3,6.6,5.8,4.6,7.5,7.4,2,Morning/Evening,27.7,63.8,Low,1,Normal,4.1,No Risk,0,0
REC-00140,FARM-041,COW-139,HF Cross,9.4,1,160,0,No previous mastitis,Up to date,None,18.51,47246,5.42,38.22,38.33,37.68,54.2,536.0,6.6,59.2,,5.4,3.7,7.0,9.4,2,Morning/Evening,29.5,64.0,Low,0,Intermittent,5.2,No Risk,0,0
REC-00141,FARM-045,COW-499,HF Cross,5.4,3,173,0,No previous mastitis,Overdue,Antibiotic treatment,20.13,179425,5.24,38.47,38.4,37.83,59.1,430.0,7.2,61.3,8.2,8.6,8.3,8.9,8.2,2,Morning/Noon/Evening,33.2,60.7,Moderate,0,Intermittent,8.0,No Risk,0,0
REC-00142,FARM-050,COW-081,Other,2.0,4,195,0,No previous mastitis,Up to date,Supportive treatment,9.97,791778,5.76,38.58,38.73,38.05,80.9,416.0,9.3,74.1,6.2,7.7,6.2,7.9,7.5,2,Morning/Evening,23.3,49.8,Low,0,Normal,11.3,No Risk,0,0
REC-00143,FARM-015,COW-392,Sahiwal,6.0,2,281,0,No previous mastitis,Up to date,Anti-inflammatory treatment,6.09,112421,5.4,38.05,38.07,37.74,85.7,474.0,7.5,51.8,6.8,4.3,6.0,8.2,8.6,2,Morning/Noon/Evening,22.9,64.8,Low,0,Normal,23.6,Low Risk,0,0
REC-00144,FARM-028,COW-163,HF Cross,3.3,6,83,1,Previous mastitis,Partially up to date,None,13.44,804130,7.59,39.01,39.05,38.09,85.7,531.0,8.0,70.4,7.2,8.4,7.0,4.6,6.1,2,Morning/Evening,25.9,82.8,Moderate,0,Normal,26.9,Low Risk,0,0
REC-00145,FARM-042,COW-419,Jersey,5.8,1,114,0,No previous mastitis,Up to date,None,11.61,321919,5.48,38.32,38.36,37.53,56.8,456.0,8.0,57.1,8.2,6.9,5.1,8.0,8.0,2,Morning/Evening,33.6,58.7,Moderate,0,Normal,15.3,No Risk,0,0
REC-00146,FARM-016,COW-289,Jersey,4.2,5,102,0,No previous mastitis,Up to date,None,14.13,138897,5.22,38.75,38.89,38.22,68.9,478.0,9.2,75.9,7.0,6.8,7.6,7.6,7.6,2,Morning/Evening,32.6,45.3,Moderate,0,Normal,5.0,No Risk,0,0
REC-00147,FARM-012,COW-379,HF Cross,4.3,3,105,0,No previous mastitis,Partially up to date,None,15.41,126630,5.14,37.94,38.03,37.74,87.2,395.0,7.2,51.0,7.7,8.6,10.0,6.7,6.2,2,Morning/Evening,28.7,77.3,Moderate,0,Normal,11.4,No Risk,0,0
REC-00148,FARM-005,COW-261,Sahiwal,7.1,3,305,0,No previous mastitis,Up to date,None,3.0,224359,6.17,38.82,38.89,38.01,103.7,574.0,8.3,57.0,7.9,5.7,8.2,5.4,7.7,2,Morning/Evening,26.7,69.0,Low,0,Normal,41.7,Moderate Risk,0,0
REC-00149,FARM-034,COW-490,HF Cross,2.3,3,43,1,Previous mastitis,Up to date,Antibiotic treatment,19.29,99128,5.56,38.63,38.67,37.71,85.2,495.0,8.5,77.4,8.0,7.3,7.6,8.4,6.4,2,Morning/Evening,28.3,70.3,Low,0,Intermittent,5.8,No Risk,0,0
REC-00150,FARM-042,COW-231,Jersey Cross,4.3,5,239,1,Previous mastitis,Up to date,None,10.59,278315,6.33,38.78,38.83,37.6,65.7,377.0,7.3,52.0,4.0,9.3,8.4,5.0,5.3,2,Morning/Noon/Evening,30.6,72.5,Moderate,0,Normal,25.6,Low Risk,0,0
REC-00151,FARM-001,COW-041,Murrah Buffalo,4.1,3,275,0,No previous mastitis,Partially up to date,None,5.32,240231,5.33,38.67,38.66,38.15,58.9,546.0,4.8,56.4,7.8,6.8,10.0,8.9,9.0,2,Morning/Evening,29.4,47.1,Low,0,Normal,15.8,No Risk,0,0
REC-00152,FARM-039,COW-028,Murrah Buffalo,7.6,3,282,0,No previous mastitis,Up to date,None,6.2,209341,5.43,38.76,38.87,37.92,76.5,515.0,7.2,75.1,5.1,6.6,6.4,7.2,6.3,2,Morning/Evening,22.7,66.6,Low,0,Normal,43.6,Moderate Risk,0,0
REC-00153,FARM-032,COW-135,Holstein Friesian,4.6,7,97,0,No previous mastitis,Partially up to date,None,14.33,142978,5.22,38.68,38.67,37.49,68.9,390.0,6.4,54.9,7.4,9.7,6.4,7.2,7.3,2,Morning/Evening,22.3,70.9,Low,0,Normal,7.2,No Risk,0,0
REC-00154,FARM-026,COW-201,Jersey,3.5,3,15,0,No previous mastitis,Up to date,None,15.81,276089,5.85,38.64,38.74,37.19,98.6,417.0,5.9,76.4,7.2,6.4,6.1,6.5,9.3,2,Morning/Evening,27.8,67.5,Low,0,Normal,4.6,No Risk,0,0
REC-00155,FARM-017,COW-328,Holstein Friesian,5.6,4,309,0,No previous mastitis,Partially up to date,None,14.55,186664,5.85,38.77,38.73,37.77,95.6,544.0,8.0,69.9,8.2,8.2,4.6,6.0,5.1,2,Morning/Noon/Evening,32.3,67.4,Moderate,0,Intermittent,8.8,No Risk,0,0
REC-00156,FARM-048,COW-268,Gir,3.6,7,229,0,No previous mastitis,Partially up to date,None,7.19,170805,6.13,38.71,38.77,37.36,84.3,517.0,6.9,50.4,4.9,5.3,7.2,6.0,9.7,3,Morning/Noon/Evening,24.2,81.9,Moderate,0,Intermittent,30.1,Low Risk,0,0
REC-00157,FARM-027,COW-418,Other,3.9,3,20,0,No previous mastitis,Up to date,None,10.71,87147,5.45,38.42,38.45,37.89,66.7,494.0,6.3,68.4,5.9,8.4,7.1,4.9,6.1,2,Morning/Evening,30.8,73.3,Moderate,0,Normal,9.7,No Risk,0,0
REC-00158,FARM-024,COW-033,Jersey,6.4,6,133,0,No previous mastitis,Partially up to date,Supportive treatment,8.75,298696,6.16,38.53,38.67,37.68,79.9,434.0,7.3,59.6,6.8,6.4,7.5,7.6,6.8,2,Morning/Noon/Evening,21.0,75.5,Moderate,0,Normal,32.6,Low Risk,1,13
REC-00159,FARM-035,COW-048,Jersey,2.0,7,280,0,No previous mastitis,Up to date,None,11.12,210278,6.01,37.89,37.96,37.88,,650.0,6.6,82.7,6.9,8.6,5.3,5.6,8.7,2,Morning/Evening,29.3,66.1,Low,1,Normal,16.9,No Risk,0,0
REC-00160,FARM-046,COW-407,Murrah Buffalo,3.5,4,128,0,No previous mastitis,Up to date,None,3.28,152641,5.08,38.4,38.43,36.98,72.0,394.0,3.6,74.4,7.7,6.4,4.0,7.4,7.1,2,Morning/Evening,25.5,37.3,Low,0,Normal,42.2,Moderate Risk,0,0
REC-00161,FARM-042,COW-062,Gir,4.0,2,260,0,No previous mastitis,Up to date,None,8.12,214339,5.56,38.77,38.78,37.64,101.4,391.0,4.7,39.9,5.9,8.0,3.9,5.5,7.0,2,Morning/Noon/Evening,19.6,64.1,Low,0,Normal,21.4,Low Risk,0,0
REC-00162,FARM-039,COW-216,Other,8.0,3,112,0,No previous mastitis,Partially up to date,None,10.44,96351,6.12,38.47,38.61,37.5,70.1,590.0,8.2,82.5,7.7,4.3,7.5,7.3,9.4,2,Morning/Evening,26.5,67.7,Low,0,Normal,17.9,No Risk,0,0
REC-00163,FARM-026,COW-293,HF Cross,6.0,3,171,0,No previous mastitis,Up to date,None,9.38,177004,5.35,38.99,39.0,37.64,48.1,549.0,6.5,45.8,7.2,7.0,7.6,7.5,8.2,2,Morning/Evening,23.3,65.7,Low,0,Normal,8.5,No Risk,0,0
REC-00164,FARM-049,COW-099,HF Cross,5.1,4,180,1,Previous mastitis,Up to date,None,15.72,424922,5.26,38.99,39.09,37.75,50.5,383.0,6.2,74.8,9.2,7.3,9.8,6.7,8.1,2,Morning/Noon/Evening,27.8,67.1,Low,0,Normal,14.4,No Risk,0,0
REC-00165,FARM-038,COW-172,Jersey,5.0,4,197,0,No previous mastitis,Up to date,Antibiotic treatment,12.27,228301,5.13,39.11,39.08,37.66,88.0,523.0,8.7,71.2,6.0,5.7,8.9,10.0,,2,Morning/Evening,30.9,70.6,Moderate,0,Maintenance,5.7,No Risk,0,0
REC-00166,FARM-023,COW-360,Jersey,5.4,4,258,1,Previous mastitis,Partially up to date,None,7.02,328925,5.82,38.13,38.2,37.88,72.6,557.0,8.9,50.1,8.5,7.3,4.9,5.4,7.6,2,Morning/Evening,31.1,79.4,Moderate,0,Normal,23.9,Low Risk,0,0
REC-00167,FARM-022,COW-214,Jersey Cross,5.6,4,134,0,No previous mastitis,Up to date,Supportive treatment,10.06,89000,4.81,38.9,38.74,37.81,82.4,484.0,7.1,62.6,7.1,10.0,5.2,6.9,5.3,2,Morning/Noon/Evening,20.1,57.7,Low,0,Normal,8.0,No Risk,0,0
REC-00168,FARM-004,COW-475,HF Cross,5.4,2,93,0,No previous mastitis,Up to date,None,17.39,244089,6.06,38.68,38.66,37.86,63.0,543.0,7.7,70.6,6.5,5.7,7.8,5.7,7.4,2,Morning/Noon/Evening,31.6,65.5,Moderate,0,Normal,5.4,No Risk,0,0
REC-00169,FARM-049,COW-035,Jersey,8.7,2,151,0,No previous mastitis,Partially up to date,Antibiotic treatment,17.31,179977,5.26,38.6,38.63,37.64,83.9,375.0,4.9,65.1,9.4,7.9,7.1,7.3,9.4,2,Morning/Evening,30.9,86.4,Moderate,0,Normal,7.3,No Risk,0,0
REC-00170,FARM-009,COW-449,Murrah Buffalo,4.4,2,164,0,No previous mastitis,Partially up to date,Supportive treatment,3.38,117050,6.08,38.3,38.25,37.92,50.9,,5.9,44.9,6.8,6.3,8.6,5.7,5.6,3,Morning/Evening,27.1,48.5,Low,0,Normal,53.4,Moderate Risk,0,0
REC-00171,FARM-004,COW-227,Holstein Friesian,5.5,5,10,0,No previous mastitis,Up to date,None,26.78,109519,5.47,38.7,38.86,38.44,68.4,529.0,7.6,47.4,7.9,9.0,9.2,7.7,8.5,2,Morning/Evening,23.3,64.7,Low,0,Normal,7.6,No Risk,0,0
REC-00172,FARM-007,COW-101,Gir,5.3,3,50,0,No previous mastitis,Up to date,None,8.17,210355,5.77,38.4,38.56,37.05,79.6,413.0,6.9,41.9,7.1,7.6,7.6,7.2,7.6,2,Morning/Evening,27.2,41.8,Low,1,Normal,25.2,Low Risk,0,0
REC-00173,FARM-023,COW-431,Holstein Friesian,6.9,4,277,0,No previous mastitis,Up to date,None,20.4,150100,5.31,38.88,39.06,37.68,82.6,566.0,6.3,72.2,7.1,6.5,7.1,9.6,6.2,2,Morning/Noon/Evening,36.3,64.9,Moderate,0,Intermittent,4.7,No Risk,0,0
REC-00174,FARM-002,COW-462,Sahiwal,4.0,2,86,0,No previous mastitis,Up to date,None,8.7,344768,5.15,38.8,38.76,37.9,57.2,499.0,7.5,50.4,8.2,7.4,5.4,9.4,4.6,2,Morning/Noon/Evening,31.7,69.2,Moderate,0,Maintenance,17.5,No Risk,0,0
REC-00175,FARM-049,COW-131,Jersey,4.5,3,46,1,Previous mastitis,Up to date,None,13.27,176667,5.31,38.53,38.62,37.47,98.3,417.0,8.9,87.4,8.4,9.7,5.4,9.0,8.8,2,Morning/Evening,33.4,46.2,Moderate,0,Normal,13.8,No Risk,0,0
REC-00176,FARM-024,COW-257,Gir,2.5,3,1,0,No previous mastitis,Partially up to date,None,6.63,285565,5.47,38.55,38.54,37.89,81.5,589.0,6.7,59.2,6.4,6.5,8.0,7.6,8.9,2,Morning/Evening,24.5,70.5,Low,0,Normal,18.6,No Risk,0,0
REC-00177,FARM-040,COW-005,Jersey,7.0,3,248,0,No previous mastitis,Up to date,Supportive treatment,14.51,186664,5.24,38.88,38.73,37.82,77.3,546.0,7.5,45.1,6.5,8.5,5.0,7.5,5.2,3,Morning/Evening,26.6,59.9,Low,0,Normal,4.9,No Risk,0,0
